    0.524705080986022949E+02    0.145364665985107422E+01    0.180247014760971069E+01    0.267815244197845459E+01   -0.108368160724639884E+01   -0.860437738895416082E+00   -0.460096174478530795E+00   -0.654720000000000000E+05   -0.610924675971921616E+01    1
    0.543186397552490234E+02    0.290305936336517334E+01   -0.148188889026641846E+00    0.131661915779113770E+01   -0.229741664528846723E+01   -0.494217788577079808E+01   -0.192598820328712450E+01   -0.654400000000000000E+05   -0.611146898194142807E+01    1
    0.539530839920043945E+02    0.196099090576171875E+01    0.165273278951644897E+01    0.164738023281097412E+01   -0.194704509973525997E+01   -0.474964565038681030E+01   -0.262153494358062744E+01   -0.651840000000000000E+05   -0.611369120416364442E+01    1
    0.523405268192291260E+02    0.184804904460906982E+01   -0.775496959686279297E-01    0.224615812301635742E+01   -0.481704747676849010E+00   -0.168489570617675755E+01   -0.110089720487594600E+01   -0.650240000000000000E+05   -0.611591342638588387E+01    1
    0.545587909221649170E+02    0.243584346771240234E+01    0.251127123832702637E+00    0.161814141273498535E+01   -0.644324183464050293E+00   -0.769850796461104991E+00   -0.231735666990280142E+01   -0.647680000000000000E+05   -0.611813564860810999E+01    1
    0.529661824703216553E+02    0.251128029823303223E+01    0.200420498847961426E+00    0.219736790657043457E+01   -0.124479809403419472E+01   -0.377824040651321402E+01   -0.390773355960845947E+00   -0.646080000000000000E+05   -0.612035787083030769E+01    1
    0.546581163406372070E+02    0.188073635101318359E+01   -0.405867636203765869E+00    0.259616291522979736E+01   -0.236194367408752459E+01   -0.798388844728469493E+00   -0.620036083459853948E+00   -0.645760000000000000E+05   -0.612258009305252582E+01    1
    0.537993156909942627E+02    0.273182356357574463E+01    0.328915297985076904E+00    0.111199617385864258E+01   -0.205670485496521005E+01   -0.405333800315856951E+01   -0.129653066396713235E+01   -0.639040000000000000E+05   -0.612480231527474928E+01    1
    0.549872429370880127E+02    0.182025253772735596E+01    0.136130934953689575E+01    0.179894447326660156E+01   -0.454131209850311190E+00   -0.208163368701934814E+01   -0.217113593816757211E+01   -0.638720000000000000E+05   -0.612702453749697185E+01    1
    0.529652423858642578E+02    0.185665977001190186E+01   -0.163461565971374512E+00    0.175575542449951172E+01   -0.110278607010841356E+01   -0.226174947619438171E+01   -0.791652131080627264E+00   -0.636800000000000000E+05   -0.612924675971921751E+01    1
    0.540293409824371338E+02    0.293420624732971191E+01   -0.989008843898773193E+00    0.250393259525299072E+01   -0.254122864007949811E+01   -0.234006172418594360E+01   -0.249567958116531363E+01   -0.631360000000000000E+05   -0.613146898194143208E+01    1
    0.526245229244232178E+02    0.218679881095886230E+01    0.177826106548309326E+00    0.250202023983001709E+01   -0.893848961591720226E+00   -0.326692525744438189E+01   -0.578099638223648071E+00   -0.627840000000000000E+05   -0.613369120416363778E+01    1
    0.536511189937591553E+02    0.218725097179412842E+01    0.176368486881256104E+01    0.103889071941375732E+01   -0.222306613326072711E+01   -0.311338596343994123E+01   -0.245294571518898019E+01   -0.625280000000000000E+05   -0.613591342638587811E+01    1
    0.536590728759765625E+02    0.299196267127990723E+01   -0.811401903629302979E+00    0.217332136631011963E+01   -0.250067927241325361E+01   -0.105264949202537528E+01   -0.101007315516471841E+01   -0.622720000000000000E+05   -0.613813564860810779E+01    1
    0.542002632617950439E+02    0.112653267383575439E+01    0.160037428140640259E+01    0.101519131660461426E+01   -0.286318303942680341E+01   -0.107101250886917088E+01   -0.215633384585380572E+01   -0.618560000000000000E+05   -0.614035787083032503E+01    1
    0.549481687545776367E+02    0.295884323120117188E+01    0.674276530742645264E+00    0.286946272850036621E+01   -0.101590068340301509E+01   -0.738548868894576493E+00   -0.277961189746856707E+01   -0.618240000000000000E+05   -0.614258009305253783E+01    1
    0.529643657207489014E+02    0.221195995807647705E+01    0.785671353340148926E+00    0.173912799358367920E+01   -0.190624725222587577E+01   -0.123935001492500296E+01   -0.175789352059364301E+01   -0.606720000000000000E+05   -0.614480231527476217E+01    1
    0.525147588253021240E+02    0.294292616844177246E+01   -0.988112807273864746E+00    0.212431168556213379E+01   -0.668595546483993441E+00   -0.301771668791770953E+01   -0.191835839152336107E+01   -0.606720000000000000E+05   -0.614702453749699540E+01    1
    0.541319780349731445E+02    0.113408529758453369E+01    0.826218843460083008E+00    0.288890075683593750E+01   -0.945137840509414406E+00   -0.318834603428840602E+01   -0.104919810891151410E+01   -0.604480000000000000E+05   -0.614924675971921175E+01    1
    0.533072729110717773E+02    0.271506369113922119E+01    0.757606863975524902E+00    0.259540474414825439E+01   -0.939660662412643344E+00   -0.463123362064361555E+01   -0.201186164617538443E+01   -0.602880000000000000E+05   -0.615146898194144143E+01    1
    0.538776988983154297E+02    0.116951048374176025E+01    0.678796768188476562E+00    0.184146976470947266E+01   -0.138231140971183764E+01   -0.193149979710578901E+01   -0.162830902934074384E+01   -0.602240000000000000E+05   -0.615369120416365689E+01    1
    0.530562477111816406E+02    0.277713382244110107E+01   -0.966464519500732422E+00    0.240987265110015869E+01   -0.902484762668609442E+00   -0.429952692389488256E+01   -0.146263750791549674E+01   -0.600000000000000000E+05   -0.615591342638585814E+01    1
    0.529595589637756348E+02    0.260479903221130371E+01    0.139735770225524902E+01    0.162519395351409912E+01   -0.733028429746627630E+00   -0.429131624698638880E+01   -0.161445933580398560E+01   -0.597120000000000000E+05   -0.615813564860808960E+01    1
