    0.539896946741020827E+02    0.237388866763748485E+01    0.272174681740952273E+00    0.245353094927819892E+01   -0.989956917704057915E+00   -0.295786514653938104E+01   -0.115415495524822109E+01    0.405750000000000000E+03
    0.539974070450918617E+02    0.215488230882147036E+01    0.490035335118319981E+00    0.236345000315019771E+01   -0.979136462207905733E+00   -0.298278223269579668E+01   -0.112901570566052278E+01    0.406250000000000000E+03
    0.540087426267756356E+02    0.185914586111962099E+01    0.803407924971395904E+00    0.252325924866137585E+01   -0.102822786566230118E+01   -0.299237352585783345E+01   -0.880835707027377346E+00    0.406500000000000000E+03
    0.540096337206637926E+02    0.201364497101331752E+01    0.678972952600849666E+00    0.254642579862352392E+01   -0.977744971480319691E+00   -0.303085554350768627E+01   -0.963983952953902268E+00    0.406500000000000000E+03
    0.539942469715110107E+02    0.235784091686822883E+01    0.325666964575469287E+00    0.244145158155214936E+01   -0.982185125095385025E+00   -0.298369846785800164E+01   -0.115964655978817066E+01    0.407500000000000000E+03
    0.539925580825751794E+02    0.209017221722582347E+01    0.585193545667697324E+00    0.255792172529996176E+01   -0.994029571007539303E+00   -0.299229171577645658E+01   -0.943190139136862005E+00    0.407750000000000000E+03
    0.540021129843602239E+02    0.212197044551310476E+01    0.649401304214262787E+00    0.247187457683078415E+01   -0.101728532912077529E+01   -0.296007494270213645E+01   -0.114528416661889088E+01    0.407750000000000000E+03
    0.540194105406827489E+02    0.214575123483284758E+01    0.597579829931024209E+00    0.261531026873601702E+01   -0.102650306603061936E+01   -0.299404907735880865E+01   -0.101781450342379753E+01    0.408000000000000000E+03
    0.540010076071853717E+02    0.194968091786814401E+01    0.719098000184009045E+00    0.248140044193397369E+01   -0.993108814942679441E+00   -0.302071666078747114E+01   -0.972769790127645972E+00    0.408250000000000000E+03
    0.539734624439844453E+02    0.219045760823138691E+01    0.539991496441410312E+00    0.246368480047117400E+01   -0.974004964784784377E+00   -0.300689383899245932E+01   -0.108939093765428585E+01    0.408250000000000000E+03
    0.540105897971394953E+02    0.219485028792502224E+01    0.414954046119893283E+00    0.238036481576966708E+01   -0.987850032136002199E+00   -0.297597110957332767E+01   -0.111430544383909136E+01    0.408750000000000000E+03
    0.539960313748063712E+02    0.201112609843469681E+01    0.713348291627796005E+00    0.254156848742122321E+01   -0.103432803870824364E+01   -0.290731825608748018E+01   -0.100361547960530917E+01    0.408750000000000000E+03
    0.539710871599633890E+02    0.188415332105624622E+01    0.800891634007868003E+00    0.247494088590051398E+01   -0.100343452344363793E+01   -0.295967627468181860E+01   -0.949577956682564839E+00    0.409250000000000000E+03
    0.539959449006872774E+02    0.204303624660481020E+01    0.658928841022183853E+00    0.248742949071785890E+01   -0.990206759024645056E+00   -0.294223510809711275E+01   -0.105632815078407094E+01    0.409250000000000000E+03
    0.540039725354917195E+02    0.192337690974506170E+01    0.795582139121359777E+00    0.249891084457232893E+01   -0.100451291218630878E+01   -0.299641485653884354E+01   -0.103658046146442340E+01    0.409500000000000000E+03
    0.539663488376399840E+02    0.204538050053971920E+01    0.629157860226839727E+00    0.248914818509735181E+01   -0.985579690589099222E+00   -0.296409105106363935E+01   -0.960871099906264181E+00    0.409500000000000000E+03
    0.539779846764491680E+02    0.196779856316583501E+01    0.777796044161819689E+00    0.249055014336082792E+01   -0.993892789594545079E+00   -0.297443408475790916E+01   -0.101223252493104821E+01    0.409500000000000000E+03
    0.539871943704557467E+02    0.209633762577185623E+01    0.704646668742323401E+00    0.254779586125668001E+01   -0.102779866803354003E+01   -0.294923964040867714E+01   -0.109668298636246409E+01    0.409750000000000000E+03
    0.540183659141597232E+02    0.193070431833510181E+01    0.808398759241792497E+00    0.254691543165439249E+01   -0.103436389317572464E+01   -0.298982388864636217E+01   -0.987452618026307238E+00    0.409750000000000000E+03
    0.539923747930278779E+02    0.210553320033327385E+01    0.576604892860483442E+00    0.249956633097147218E+01   -0.979853241167883304E+00   -0.297596495991173526E+01   -0.992668853086709824E+00    0.409750000000000000E+03
    0.540224064241541342E+02    0.164952438473653529E+01    0.931611233417817042E+00    0.245670230041388926E+01   -0.100666141728909908E+01   -0.301872105549436975E+01   -0.331572053048185822E+00    0.409750000000000000E+03
    0.539929015831268302E+02    0.201599701559627764E+01    0.683668922644540267E+00    0.248135485840549652E+01   -0.101878325863424779E+01   -0.293533715507588067E+01   -0.100159311229174519E+01    0.409750000000000000E+03
    0.539971311155994727E+02    0.197899677803391327E+01    0.737049107905473733E+00    0.253315412802372153E+01   -0.997380549532885574E+00   -0.300536705255440761E+01   -0.961005951367142064E+00    0.410000000000000000E+03
    0.540106945087625760E+02    0.192173286959159562E+01    0.713673842241993928E+00    0.248669977854595992E+01   -0.987604544267893569E+00   -0.300387338190122621E+01   -0.929606502367333665E+00    0.410000000000000000E+03
    0.539819924032156848E+02    0.211831392992954681E+01    0.548594602626335970E+00    0.249301418908327355E+01   -0.965551676615076460E+00   -0.296964386550881532E+01   -0.101105880512328916E+01    0.410000000000000000E+03
    0.539824936201624155E+02    0.201241437223298236E+01    0.660659237454205073E+00    0.246188025914523667E+01   -0.101156338824321335E+01   -0.293275142103258002E+01   -0.989854149634431302E+00    0.410250000000000000E+03
    0.540319559400633906E+02    0.193183424230168477E+01    0.710957511068157855E+00    0.248177628696658470E+01   -0.986057782243484393E+00   -0.300772742824782036E+01   -0.960240279989986956E+00    0.410250000000000000E+03
    0.540007394731091992E+02    0.165223404294484366E+01    0.921485735131398531E+00    0.244516809744036223E+01   -0.102434834027773980E+01   -0.298526309753839003E+01   -0.308361843356480314E+00    0.410250000000000000E+03
    0.540392982978979575E+02    0.215465126866505452E+01    0.576527097363717544E+00    0.255287471276984101E+01   -0.102939782137392144E+01   -0.297138724036854773E+01   -0.106203086690391912E+01    0.410250000000000000E+03
    0.540442363659558254E+02    0.196824777260243899E+01    0.658052177034056607E+00    0.252996187809775996E+01   -0.101460394908929530E+01   -0.298720639898382512E+01   -0.910707280311122691E+00    0.410250000000000000E+03
    0.539974220747237581E+02    0.192785561461253918E+01    0.765713254113505437E+00    0.255307439440868933E+01   -0.100996650265847188E+01   -0.295934337849022944E+01   -0.914974529503792322E+00    0.410250000000000000E+03
    0.540050637112214744E+02    0.215692535676911001E+01    0.632803583489411903E+00    0.256377372779542068E+01   -0.102814084221084867E+01   -0.295209773784436358E+01   -0.109079222793076225E+01    0.410250000000000000E+03
    0.539947961721694085E+02    0.188550192196540567E+01    0.770865845436103703E+00    0.252154383441546548E+01   -0.102180729102657608E+01   -0.296369708704616164E+01   -0.889818687107159612E+00    0.410250000000000000E+03
    0.539813395783832704E+02    0.203509486338424761E+01    0.722056541568449006E+00    0.247202516912589410E+01   -0.998118941011513883E+00   -0.296570003948768157E+01   -0.109881274195976619E+01    0.410500000000000000E+03
    0.539776110847931250E+02    0.201080945512468556E+01    0.702524013249971713E+00    0.250671223984545932E+01   -0.976017425115299986E+00   -0.294672073049283645E+01   -0.100015269612645907E+01    0.410500000000000000E+03
    0.540021245223353290E+02    0.218902806887953005E+01    0.489440842945282117E+00    0.248192690944531336E+01   -0.989866615143635720E+00   -0.295342824826871775E+01   -0.108359796198691805E+01    0.410500000000000000E+03
    0.539838178885782369E+02    0.183279759749725324E+01    0.898290548364953478E+00    0.248188818721303495E+01   -0.100528875456396971E+01   -0.298148931331466116E+01   -0.101147138607835108E+01    0.410500000000000000E+03
    0.539926083669228589E+02    0.189963322087272091E+01    0.797240392261750586E+00    0.247607858166915129E+01   -0.986316267087404164E+00   -0.299435503985010421E+01   -0.984564157879113555E+00    0.410500000000000000E+03
    0.540002406255443432E+02    0.194738743572454220E+01    0.769003932373913512E+00    0.246608986994272872E+01   -0.101135433590071178E+01   -0.297943661658136794E+01   -0.106250810858923317E+01    0.410500000000000000E+03
    0.540222310238033288E+02    0.196726123037351686E+01    0.745258947012907180E+00    0.253750153632886821E+01   -0.101130930585625189E+01   -0.301625779544835027E+01   -0.102469297057487085E+01    0.410500000000000000E+03
    0.540345517901319212E+02    0.208475013668285758E+01    0.635356833393688314E+00    0.254073933922342787E+01   -0.100721633056070625E+01   -0.300574883089915446E+01   -0.105950512171024558E+01    0.410500000000000000E+03
    0.540248875598377936E+02    0.189332241108285526E+01    0.761649422489232286E+00    0.255101924817527426E+01   -0.100915559437077529E+01   -0.301820342335085989E+01   -0.895868038653510279E+00    0.410500000000000000E+03
    0.540077568621010329E+02    0.215476277698812391E+01    0.596437317167751058E+00    0.253493292771042578E+01   -0.101492440472832013E+01   -0.299575400970336547E+01   -0.109998552979889341E+01    0.410500000000000000E+03
